#--------------------------------------------------------------------------------,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Database origin             ,,             3.,WOD code,GODAR Project,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     25.90,0, ,
         2,        5.,0, ,     25.79,0, ,
         3,       10.,0, ,     25.70,0, ,
         4,       15.,0, ,     25.64,0, ,
         5,       20.,0, ,     25.60,0, ,
         6,       25.,0, ,     25.60,0, ,
         7,       30.,0, ,     25.60,0, ,
         8,       35.,0, ,     25.60,0, ,
         9,       40.,0, ,     25.60,0, ,
        10,       45.,0, ,     25.60,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7411193,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-123877      ,,,
Originators Station ID      ,,UNNP           ,,,alpha,
Originators Cruise ID       ,,04             ,,,
Latitude                    ,,         11.367,decimal degrees,,
Longitude                   ,,         58.850,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,              6,,,
Day                         ,,              7,,,
Time                        ,,          18.25,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,       9700244.,NODC code,,
Platform                    ,,          7191.,OCL code,ZVEZDA CHERNOMORYA (F/V; call sign UNNP; built 1981; IMO8131635),
Bottom depth                ,,          4350.,meters,,
Wave Height                 ,,            15.,WMO code 1555,7.5 METER,
Wind Direction              ,,            25.,WMO code 0877,245 DEGREES - 254 DEGREES,
Wind speed                  ,,             8.,knots,,
Barometric pressure         ,,         1016.3,millibars,,
Air temperature (dry bulb)  ,,          30.00,degrees Celsius,,
Air temperature (wet bulb)  ,,          26.20,degrees Celsius,,
Cloud cover                 ,,             0.,WMO code 2700,0 (ZERO),
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      29.9,0, ,
         2,        5.,0, ,      29.9,0, ,
         3,       10.,0, ,      29.9,0, ,
         4,       15.,0, ,      29.9,0, ,
         5,       20.,0, ,      29.9,0, ,
         6,       25.,0, ,      29.9,0, ,
         7,       30.,0, ,      29.9,0, ,
         8,       35.,0, ,      29.9,0, ,
         9,       40.,0, ,      29.9,0, ,
        10,       45.,0, ,      28.6,0, ,
        11,       50.,0, ,      27.5,0, ,
        12,       55.,0, ,      27.2,0, ,
        13,       60.,0, ,      27.0,0, ,
        14,       65.,0, ,      26.8,0, ,
        15,       70.,0, ,      26.5,0, ,
        16,       75.,0, ,      26.2,0, ,
        17,       80.,0, ,      26.0,0, ,
        18,       85.,0, ,      25.7,0, ,
        19,       90.,0, ,      25.3,0, ,
        20,       95.,0, ,      24.9,0, ,
        21,      100.,0, ,      24.5,0, ,
        22,      125.,0, ,      22.7,0, ,
        23,      150.,0, ,      21.0,0, ,
        24,      175.,0, ,      18.0,0, ,
        25,      200.,0, ,      16.6,0, ,
        26,      225.,0, ,      14.9,0, ,
        27,      250.,0, ,      13.8,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7927555,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-126647      ,,,
Originators Station ID      ,,            100,,,integer,
Originators Cruise ID       ,,20             ,,,
Latitude                    ,,         13.167,decimal degrees,,
Longitude                   ,,         58.383,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,              9,,,
Day                         ,,             15,,,
Time                        ,,           5.67,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,       229.0000,NODC code,,
Platform                    ,,          6440.,OCL code,LESNOYE (Call sign ESBN)!,
Bottom depth                ,,          3500.,meters,,
Wave Height                 ,,            20.,WMO code 1555,10 METER,
Wind Direction              ,,            16.,WMO code 0877,155 DEGREES - 164 DEGREES,
Wind speed                  ,,             8.,knots,,
Barometric pressure         ,,         1009.2,millibars,,
Air temperature (dry bulb)  ,,          25.80,degrees Celsius,,
Air temperature (wet bulb)  ,,          24.60,degrees Celsius,,
Cloud cover                 ,,             9.,WMO code 2700,unknown,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Database origin             ,,             3.,WOD code,GODAR Project,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     25.20,0, ,
         2,        5.,0, ,     25.20,0, ,
         3,       10.,0, ,     25.20,0, ,
         4,       15.,0, ,     25.20,0, ,
         5,       20.,0, ,     25.20,0, ,
         6,       25.,0, ,     25.20,0, ,
         7,       30.,0, ,     25.20,0, ,
         8,       35.,0, ,     25.20,0, ,
         9,       40.,0, ,     25.20,0, ,
        10,       45.,0, ,     25.10,0, ,
        11,       50.,0, ,     25.00,0, ,
        12,       55.,0, ,     25.00,0, ,
        13,       60.,0, ,     24.20,0, ,
        14,       65.,0, ,     24.10,0, ,
        15,       70.,0, ,     24.00,0, ,
        16,       75.,0, ,     24.50,0, ,
        17,       80.,0, ,     24.00,0, ,
        18,       85.,0, ,     23.80,0, ,
        19,       90.,0, ,     24.10,0, ,
        20,       95.,0, ,     24.27,0, ,
        21,      100.,0, ,     22.50,0, ,
        22,      125.,0, ,     20.75,0, ,
        23,      150.,0, ,     20.00,0, ,
        24,      175.,0, ,     18.84,0, ,
        25,      200.,0, ,     17.00,0, ,
        26,      225.,0, ,     15.83,0, ,
        27,      250.,0, ,     14.70,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702652,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.5000,decimal degrees,,
Longitude                   ,,        54.0167,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,             1.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      30.1,0, ,
         2,        5.,0, ,      30.1,0, ,
         3,       10.,0, ,      30.1,0, ,
         4,       15.,0, ,      30.0,0, ,
         5,       20.,0, ,      30.0,0, ,
         6,       25.,0, ,      30.0,0, ,
         7,       30.,0, ,      30.0,0, ,
         8,       35.,0, ,      28.8,0, ,
         9,       40.,0, ,      25.2,0, ,
        10,       45.,0, ,      22.6,0, ,
        11,       50.,0, ,      21.9,0, ,
        12,       55.,0, ,      21.3,0, ,
        13,       60.,0, ,      20.6,0, ,
        14,       65.,0, ,      20.1,0, ,
        15,       70.,0, ,      19.8,0, ,
        16,       75.,0, ,      19.6,0, ,
        17,       80.,0, ,      19.4,0, ,
        18,       85.,0, ,      19.2,0, ,
        19,       90.,0, ,      18.9,0, ,
        20,       95.,0, ,      18.7,0, ,
        21,      100.,0, ,      18.5,0, ,
        22,      125.,0, ,      17.5,0, ,
        23,      150.,0, ,      16.8,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702653,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.5333,decimal degrees,,
Longitude                   ,,        54.1667,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,             2.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      30.0,0, ,
         2,        5.,0, ,      30.0,0, ,
         3,       10.,0, ,      30.0,0, ,
         4,       15.,0, ,      30.0,0, ,
         5,       20.,0, ,      30.0,0, ,
         6,       25.,0, ,      30.0,0, ,
         7,       30.,0, ,      30.0,0, ,
         8,       35.,0, ,      29.9,0, ,
         9,       40.,0, ,      29.3,0, ,
        10,       45.,0, ,      27.9,0, ,
        11,       50.,0, ,      26.2,0, ,
        12,       55.,0, ,      24.5,0, ,
        13,       60.,0, ,      22.8,0, ,
        14,       65.,0, ,      22.2,0, ,
        15,       70.,0, ,      21.7,0, ,
        16,       75.,0, ,      21.1,0, ,
        17,       80.,0, ,      20.5,0, ,
        18,       85.,0, ,      20.0,0, ,
        19,       90.,0, ,      19.4,0, ,
        20,       95.,0, ,      19.0,0, ,
        21,      100.,0, ,      18.7,0, ,
        22,      125.,0, ,      17.6,0, ,
        23,      150.,0, ,      16.8,0, ,
        24,      175.,0, ,      16.1,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702654,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.5500,decimal degrees,,
Longitude                   ,,        54.3000,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,             3.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      30.6,0, ,
         2,        5.,0, ,      30.6,0, ,
         3,       10.,0, ,      30.6,0, ,
         4,       15.,0, ,      30.6,0, ,
         5,       20.,0, ,      29.4,0, ,
         6,       25.,0, ,      28.5,0, ,
         7,       30.,0, ,      27.9,0, ,
         8,       35.,0, ,      27.3,0, ,
         9,       40.,0, ,      26.8,0, ,
        10,       45.,0, ,      26.2,0, ,
        11,       50.,0, ,      25.6,0, ,
        12,       55.,0, ,      25.0,0, ,
        13,       60.,0, ,      24.4,0, ,
        14,       65.,0, ,      23.8,0, ,
        15,       70.,0, ,      23.2,0, ,
        16,       75.,0, ,      22.7,0, ,
        17,       80.,0, ,      22.1,0, ,
        18,       85.,0, ,      21.6,0, ,
        19,       90.,0, ,      21.0,0, ,
        20,       95.,0, ,      20.6,0, ,
        21,      100.,0, ,      20.2,0, ,
        22,      125.,0, ,      18.4,0, ,
        23,      150.,0, ,      17.3,0, ,
        24,      175.,0, ,      16.8,0, ,
        25,      200.,0, ,      16.2,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702657,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.5500,decimal degrees,,
Longitude                   ,,        54.4167,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,             4.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      27.9,0, ,
         2,        5.,0, ,      27.5,0, ,
         3,       10.,0, ,      27.2,0, ,
         4,       15.,0, ,      26.9,0, ,
         5,       20.,0, ,      26.6,0, ,
         6,       25.,0, ,      26.3,0, ,
         7,       30.,0, ,      26.1,0, ,
         8,       35.,0, ,      25.9,0, ,
         9,       40.,0, ,      25.6,0, ,
        10,       45.,0, ,      25.4,0, ,
        11,       50.,0, ,      25.1,0, ,
        12,       55.,0, ,      24.8,0, ,
        13,       60.,0, ,      24.6,0, ,
        14,       65.,0, ,      24.3,0, ,
        15,       70.,0, ,      24.0,0, ,
        16,       75.,0, ,      23.8,0, ,
        17,       80.,0, ,      23.6,0, ,
        18,       85.,0, ,      23.4,0, ,
        19,       90.,0, ,      23.2,0, ,
        20,       95.,0, ,      22.8,0, ,
        21,      100.,0, ,      22.0,0, ,
        22,      125.,0, ,      18.6,0, ,
        23,      150.,0, ,      16.8,0, ,
        24,      175.,0, ,      16.8,0, ,
        25,      200.,0, ,      16.7,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702659,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.5500,decimal degrees,,
Longitude                   ,,        54.7167,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,           5.40,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      28.2,0, ,
         2,        5.,0, ,      28.2,0, ,
         3,       10.,0, ,      28.2,0, ,
         4,       15.,0, ,      28.2,0, ,
         5,       20.,0, ,      28.2,0, ,
         6,       25.,0, ,      28.2,0, ,
         7,       30.,0, ,      28.2,0, ,
         8,       35.,0, ,      28.2,0, ,
         9,       40.,0, ,      28.2,0, ,
        10,       45.,0, ,      28.2,0, ,
        11,       50.,0, ,      28.2,0, ,
        12,       55.,0, ,      28.2,0, ,
        13,       60.,0, ,      28.2,0, ,
        14,       65.,0, ,      28.1,0, ,
        15,       70.,0, ,      27.9,0, ,
        16,       75.,0, ,      27.8,0, ,
        17,       80.,0, ,      27.7,0, ,
        18,       85.,0, ,      27.6,0, ,
        19,       90.,0, ,      26.6,0, ,
        20,       95.,0, ,      25.4,0, ,
        21,      100.,0, ,      25.2,0, ,
        22,      125.,0, ,      22.9,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702661,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.6167,decimal degrees,,
Longitude                   ,,        55.0333,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,           6.80,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      28.0,0, ,
         2,        5.,0, ,      27.9,0, ,
         3,       10.,0, ,      27.9,0, ,
         4,       15.,0, ,      27.8,0, ,
         5,       20.,0, ,      27.8,0, ,
         6,       25.,0, ,      27.8,0, ,
         7,       30.,0, ,      27.7,0, ,
         8,       35.,0, ,      27.7,0, ,
         9,       40.,0, ,      27.6,0, ,
        10,       45.,0, ,      27.5,0, ,
        11,       50.,0, ,      27.4,0, ,
        12,       55.,0, ,      27.3,0, ,
        13,       60.,0, ,      27.2,0, ,
        14,       65.,0, ,      27.1,0, ,
        15,       70.,0, ,      27.0,0, ,
        16,       75.,0, ,      26.8,0, ,
        17,       80.,0, ,      26.6,0, ,
        18,       85.,0, ,      26.4,0, ,
        19,       90.,0, ,      26.1,0, ,
        20,       95.,0, ,      25.9,0, ,
        21,      100.,0, ,      25.6,0, ,
        22,      125.,0, ,      23.9,0, ,
        23,      150.,0, ,      21.8,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702665,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.4500,decimal degrees,,
Longitude                   ,,        55.4333,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,             9.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      28.1,0, ,
         2,        5.,0, ,      28.0,0, ,
         3,       10.,0, ,      27.9,0, ,
         4,       15.,0, ,      27.9,0, ,
         5,       20.,0, ,      27.8,0, ,
         6,       25.,0, ,      27.7,0, ,
         7,       30.,0, ,      27.6,0, ,
         8,       35.,0, ,      27.6,0, ,
         9,       40.,0, ,      27.5,0, ,
        10,       45.,0, ,      27.4,0, ,
        11,       50.,0, ,      27.3,0, ,
        12,       55.,0, ,      27.2,0, ,
        13,       60.,0, ,      27.2,0, ,
        14,       65.,0, ,      27.1,0, ,
        15,       70.,0, ,      27.1,0, ,
        16,       75.,0, ,      27.0,0, ,
        17,       80.,0, ,      26.9,0, ,
        18,       85.,0, ,      26.8,0, ,
        19,       90.,0, ,      26.7,0, ,
        20,       95.,0, ,      26.5,0, ,
        21,      100.,0, ,      26.3,0, ,
        22,      125.,0, ,      25.1,0, ,
        23,      150.,0, ,      24.4,0, ,
        24,      175.,0, ,      22.1,0, ,
        25,      200.,0, ,      20.7,6, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702668,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.2500,decimal degrees,,
Longitude                   ,,        55.7667,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,            11.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      27.9,0, ,
         2,        5.,0, ,      27.8,0, ,
         3,       10.,0, ,      27.6,0, ,
         4,       15.,0, ,      27.4,0, ,
         5,       20.,0, ,      27.2,0, ,
         6,       25.,0, ,      27.1,0, ,
         7,       30.,0, ,      27.1,0, ,
         8,       35.,0, ,      27.1,0, ,
         9,       40.,0, ,      27.0,0, ,
        10,       45.,0, ,      26.9,0, ,
        11,       50.,0, ,      26.8,0, ,
        12,       55.,0, ,      26.7,0, ,
        13,       60.,0, ,      26.6,0, ,
        14,       65.,0, ,      26.5,0, ,
        15,       70.,0, ,      26.4,0, ,
        16,       75.,0, ,      26.3,0, ,
        17,       80.,0, ,      26.3,0, ,
        18,       85.,0, ,      26.2,0, ,
        19,       90.,0, ,      26.2,0, ,
        20,       95.,0, ,      26.1,0, ,
        21,      100.,0, ,      25.9,0, ,
        22,      125.,0, ,      25.2,0, ,
        23,      150.,0, ,      23.8,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702669,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.2500,decimal degrees,,
Longitude                   ,,        56.0167,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,            12.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      27.6,0, ,
         2,        5.,0, ,      27.4,0, ,
         3,       10.,0, ,      27.3,0, ,
         4,       15.,0, ,      27.2,0, ,
         5,       20.,0, ,      27.1,0, ,
         6,       25.,0, ,      27.1,0, ,
         7,       30.,0, ,      26.9,0, ,
         8,       35.,0, ,      26.9,0, ,
         9,       40.,0, ,      26.8,0, ,
        10,       45.,0, ,      26.8,0, ,
        11,       50.,0, ,      26.7,0, ,
        12,       55.,0, ,      26.6,0, ,
        13,       60.,0, ,      26.5,0, ,
        14,       65.,0, ,      26.5,0, ,
        15,       70.,0, ,      26.4,0, ,
        16,       75.,0, ,      26.3,0, ,
        17,       80.,0, ,      26.2,0, ,
        18,       85.,0, ,      26.0,0, ,
        19,       90.,0, ,      25.6,0, ,
        20,       95.,0, ,      25.4,0, ,
        21,      100.,0, ,      25.3,0, ,
        22,      125.,0, ,      24.7,0, ,
        23,      150.,0, ,      23.7,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702671,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.1333,decimal degrees,,
Longitude                   ,,        56.3333,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,            14.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      28.0,0, ,
         2,        5.,0, ,      27.9,0, ,
         3,       10.,0, ,      27.7,0, ,
         4,       15.,0, ,      27.5,0, ,
         5,       20.,0, ,      27.4,0, ,
         6,       25.,0, ,      27.2,0, ,
         7,       30.,0, ,      27.2,0, ,
         8,       35.,0, ,      27.1,0, ,
         9,       40.,0, ,      27.1,0, ,
        10,       45.,0, ,      27.0,0, ,
        11,       50.,0, ,      27.0,0, ,
        12,       55.,0, ,      27.0,0, ,
        13,       60.,0, ,      26.9,0, ,
        14,       65.,0, ,      26.9,0, ,
        15,       70.,0, ,      26.8,0, ,
        16,       75.,0, ,      26.8,0, ,
        17,       80.,0, ,      26.6,0, ,
        18,       85.,0, ,      26.4,0, ,
        19,       90.,0, ,      26.1,0, ,
        20,       95.,0, ,      25.9,0, ,
        21,      100.,0, ,      25.7,0, ,
        22,      125.,0, ,      24.9,0, ,
        23,      150.,0, ,      23.9,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        8702673,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,JP-0           ,,,
Originators Station ID      ,,               ,,,alpha,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,        13.0667,decimal degrees,,
Longitude                   ,,        56.4667,decimal degrees,,
Year                        ,,           1983,,,
Month                       ,,             10,,,
Day                         ,,             17,,,
Time                        ,,            16.,decimal hours (UT),,
METADATA,
Country                     ,,             JP,NODC code,JAPAN
Accession Number            ,,           416.,NODC code,,
Institute                   ,,           654.,NODC code,JAPANESE MARITIME SELF DEFENSE FORCE,
probe_type                  ,,             1.,OCL_code,MBT,
systematic_fix              ,,             0.,WOD code,no fix necessary,
Instrument       ,Temperature,             1.,WOD code,MBT: TYPE UNKNOWN,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      28.0,0, ,
         2,        5.,0, ,      27.9,0, ,
         3,       10.,0, ,      27.9,0, ,
         4,       15.,0, ,      27.9,0, ,
         5,       20.,0, ,      27.9,0, ,
         6,       25.,0, ,      27.8,0, ,
         7,       30.,0, ,      27.5,0, ,
         8,       35.,0, ,      27.2,0, ,
         9,       40.,0, ,      27.2,0, ,
        10,       45.,0, ,      27.1,0, ,
        11,       50.,0, ,      27.1,0, ,
        12,       55.,0, ,      27.0,0, ,
        13,       60.,0, ,      27.0,0, ,
        14,       65.,0, ,      26.9,0, ,
        15,       70.,0, ,      26.8,0, ,
        16,       75.,0, ,      26.8,0, ,
        17,       80.,0, ,      26.6,0, ,
        18,       85.,0, ,      26.5,0, ,
        19,       90.,0, ,      26.3,0, ,
        20,       95.,0, ,      26.2,0, ,
        21,      100.,0, ,      26.0,0, ,
        22,      125.,0, ,      25.0,0, ,
        23,      150.,0, ,      22.9,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
